No.;Time;Comment;Scramble;Date;P.1
1322;16.68;;F2 L2 D' R2 U' B2 D2 F2 R2 U' F2 R2 B U L B2 R' U L2 F' D';2020-12-23 21:16:05;16.68
1323;22.42;;F' D' R2 D2 F2 D' F2 R2 D2 L2 U2 F R U2 F' D' F' L' D2;2020-12-23 21:17:21;22.42
1324;14.59;;L' B2 D' B2 R U' F' D2 B U2 L2 D2 R2 L2 F2 U F2 D' F2 R2 D2;2020-12-23 21:17:59;14.59
1325;16.50;;D2 B' F2 L2 D' L2 R2 D L2 F2 D U2 B2 U' L B' D2 U' L B L;2020-12-23 21:18:36;16.50
1326;15.97;;U2 L2 F2 L2 B L2 B' R2 F' U2 F D' F L U R D' F' U' F D2;2020-12-23 21:19:37;15.97
1327;14.20;;R' F2 D2 U2 R2 F' L2 B' U2 L2 F U2 F2 D' R B U2 L' B2 U2;2020-12-23 21:20:51;14.20
1328;13.88;;R F B2 D2 U L2 B2 D' B2 L2 R2 U' F2 D F U' R' D2 U2 L B2;2020-12-23 21:21:17;13.88
1329;15.37;;U' L2 F2 L2 F R2 B' R2 U2 R2 L' U' B F' D U2 L' F2 U;2020-12-23 21:21:42;15.37
1330;16.86;;B' L2 R' F2 R D2 B2 F2 R' D2 R U2 L D' L2 R' F' D2 B2 U R2;2020-12-23 21:22:11;16.86
1331;15.63;;L' B2 U B L U B U2 R' D2 F2 R F2 U2 R F2 R U2 L2 D;2020-12-23 21:22:46;15.63
1332;15.69;;U2 B L2 D2 L2 D2 B D2 B R2 B' F2 D F2 L F' R B2 L B';2020-12-23 21:23:16;15.69
1333;13.64;;R2 U' L2 D' L2 B2 D2 B2 D L2 D2 F2 R' F U' F' D' B' F U' F2;2020-12-23 21:24:10;13.64
1334;14.51;;B2 L2 F' U2 B L2 F2 U2 F' L2 F' R2 D L F' R D F2 L' F';2020-12-23 21:24:37;14.51
1335;14.51;;U2 F' L2 R2 F' R2 F D2 F2 L2 F D2 L' B2 L2 D' R B2 D2 B' U2;2020-12-23 21:25:03;14.51
1336;12.25;;U2 L2 U2 F U2 L2 B D2 U2 L2 F' D R B2 R F' D2 B' R2 U';2020-12-23 21:25:30;12.25
1337;15.33;;L' F' R2 U2 B' L2 U2 B2 R2 F U2 R2 F' R B U' F' D R2 D;2020-12-23 21:26:01;15.33
1338;13.93;;U B2 F2 R2 D L2 R2 D' L2 R' U2 B' L R' D' U R2 B2 F';2020-12-23 21:26:30;13.93
1339;15.41;;B' R' L F D2 B D' F2 R U2 L2 F2 R U2 R' U2 R' U2 R' B D2;2020-12-23 21:26:54;15.41
1340;14.12;;L' F' L' U2 D R F' B R F2 U2 F2 U' F2 R2 D' L2 D L2 D' F2;2020-12-23 21:27:20;14.12
1341;14.19;;D2 F' L2 B2 U R2 D' L2 U L2 U F2 D2 B2 L D F' U2 L2 F' U2;2020-12-23 21:27:47;14.19
1342;15.45;;R2 F2 U' F2 L2 B2 U' B2 D' R2 U R F' L' F' L2 B' L2 U B L2;2020-12-23 21:28:14;15.45
1343;14.09;;U2 F' R2 D B2 F2 R2 D R2 U2 F2 R2 U F' U2 B R' U' B;2020-12-23 21:28:41;14.09
1344;12.25;;B2 U2 F L2 D2 R2 F2 U2 B2 F' L' U' L B2 U B F U B2;2020-12-23 21:29:05;12.25
1345;14.13;;D' L2 B2 F2 U R2 U L2 R2 B2 U2 L2 R D' R2 U2 F' U2 B' F2 L2;2020-12-23 21:29:29;14.13
1346;12.96;;U' F2 L2 B2 U' L2 B2 U' F2 U2 F2 L B2 F' U L D2 B L2 U' B2;2020-12-23 21:29:57;12.96
1347;13.20;;R F2 D2 L2 U F2 L2 R2 U B2 D' R2 B L2 D R2 B D' F2 R;2020-12-23 21:30:23;13.20
1348;13.50;;F B' U' F2 L U2 F D B' D2 L' F2 R2 D2 R2 U2 B2 R D2 R U2;2020-12-23 21:30:53;13.50
1349;14.69;;R' D' R2 U' F2 U' R2 B2 U' R2 U' L2 R B L2 F R2 D2 R2 U2;2020-12-23 21:31:22;14.69
1350;16.24;;B U D2 F2 R2 F' L2 B D2 L2 B' L2 D2 F2 R' F2 L F U2 F' L;2020-12-23 21:31:48;16.24
1351;12.86;;L2 F2 D2 L2 U' F2 D' L2 R2 B R B' D2 B R2 F D2 U' R';2020-12-23 21:33:19;12.86
1352;14.36;;L' B' D' F2 R L U2 F U R2 D L2 B2 U L2 U B2 R2 L';2020-12-23 21:44:11;14.36
1353;14.90;;U L' U R2 U2 L2 F2 D2 F2 U F2 D F2 R F' L R2 D' F2 U2;2020-12-23 21:44:39;14.90
1354;12.06;;U R' D2 R2 U' R2 D' F2 D F2 U R B L' F R2 F' U F';2020-12-23 21:45:15;12.06
1355;17.32;;F' U2 B2 L F2 D2 U2 L' U2 L' B2 D2 U' R F' L U B2 L' B';2020-12-23 21:45:42;17.32
1356;14.06;;L2 F2 U2 F2 U2 L F2 L' B2 L' D2 U R U2 L R F' L R' U;2020-12-23 21:46:10;14.06
1357;15.72;;D B2 U' R D2 L F' D B U2 B2 R2 L F2 L B2 R U2 D2 F2 L2;2020-12-23 21:46:36;15.72
1358;14.48;;B' U' B2 U' L2 U' L2 D F2 D' L2 B2 U L' U2 R' D2 B' D L';2020-12-23 21:47:06;14.48
1359;18.26;;U' L2 F2 D2 F' U2 B D2 R2 F R2 F2 D2 L' F' U' B' L' D B U2;2020-12-23 21:47:50;18.26
1360;13.13;;D U L2 D2 R2 B2 D R2 D B2 L' U' B U B' U B R U F';2020-12-23 21:51:46;13.13
1361;13.55;;R2 U' L2 U' R2 D2 L2 F2 L2 U2 L D' L2 B' R2 F' D B' D2 L;2020-12-23 21:52:18;13.55
1362;12.99;;D F2 R2 U' L2 R2 U2 L2 U B' D B2 U2 R2 D2 R B L' R;2020-12-23 21:52:45;12.99
1363;13.68;;F2 U F B' U2 D' L F2 D2 F U2 B' D2 B2 U2 D2 R2 D2 R' F2;2020-12-23 21:53:09;13.68
1364;16.90;;R2 F2 B' U2 R' L U B' D2 L' U2 F2 D2 F2 L' B2 L2 D2 R' D2;2020-12-23 21:53:32;16.90
1365;14.35;;D2 B2 U2 L2 D R2 U' F2 U2 L2 F L D F L' D' R' B U R2;2020-12-23 21:54:00;14.35
1366;15.88;;B' L' U' L B2 R F U D R2 U2 L2 D2 F' B2 U2 B' L2 B U2;2020-12-23 21:54:31;15.88
1367;15.43;;F' D2 R2 F R2 B2 R2 D2 B U2 F L R D' L' R2 D B F D';2020-12-23 21:55:11;15.43
1368;16.26;;R2 F2 U' R2 U B2 L2 D2 R2 U R2 F R' U' L D2 F2 L D B2 L;2020-12-23 21:55:40;16.26
1369;13.47;;L U2 L2 B D2 B D2 L2 F2 R2 F U2 F D' L' R2 F2 L2 D' F2 D2;2020-12-23 21:56:07;13.47
1370;15.23;;R' L2 F2 U' R2 D U2 L2 D' F2 D2 R2 L' B' R U F' U R U;2020-12-23 21:56:36;15.23
1371;13.89;;F' D2 L2 F D2 L2 B F2 R D' U2 F R2 U' B2 R F U;2020-12-23 21:57:02;13.89
1372;17.39;;B2 L2 D2 L2 U2 F U2 B' R2 F' U L2 R' D2 B L' R2 U' F D;2020-12-23 21:57:33;17.39
1373;9.85;;D B L2 B' U2 F' U2 L2 F D2 B2 L B2 D L2 B2 D B U2;2020-12-23 21:58:01;9.85
1374;16.49;;F R2 U2 L' D2 R F2 R2 U2 R' B2 D2 B2 D' L' U' L' B' R F' L2;2020-12-23 21:58:44;16.49
1375;17.60;;D2 U2 B L2 F2 U2 F R2 F R2 B' D' B L R' F2 R2 D L' B';2020-12-23 21:59:15;17.60
1376;16.28;;D' B L' B2 U D' B' R D2 F R2 F2 R2 U2 F2 U2 B2 U2 L2 D';2020-12-23 21:59:57;16.28
1377;16.64;;R2 F D2 B L' U' R F' D L' B2 R2 L B2 D2 R' B2 D2 R2 F2;2020-12-23 22:00:33;16.64
1378;14.59;;B2 R2 B2 D L2 D2 U' L2 U' B2 U R' U' F U2 B2 R' D L B2 F;2020-12-23 22:00:59;14.59
1379;14.00;;L U2 F2 R U D' F R2 U' R2 F' B' U2 F' R2 U2 F' L2 D2 B' U2;2020-12-23 22:01:25;14.00
1380;10.95;;U2 F' U F2 D F2 D' R2 B2 U F2 L2 R F L' D R2 U' R2 B2;2020-12-23 22:01:52;10.95
1381;15.39;;F D' R2 D2 F U2 R2 F' L2 D2 B' L2 D' F2 L' R' U' B' L' B;2020-12-23 22:02:25;15.39
1382;15.38;;B2 F2 R2 F2 U F2 D' R2 U B2 R2 B' R' U B2 U L' B' D F2 U';2020-12-23 22:02:55;15.38
1383;16.12;;U2 F2 L U2 B2 U2 R U2 L F2 L2 F' R' U B F U R2 D2 R';2020-12-23 22:03:21;16.12
1384;11.35;;D' F2 L2 U B2 R2 F2 R2 U L2 D2 L' D2 B D' B2 R' U R U;2020-12-23 22:03:56;11.35
1385;17.46;;D F' D2 B L2 U2 F' U2 B' R2 U2 F' U2 D' B2 U2 L F U2 R U';2020-12-23 22:04:27;17.46
1386;14.03;;B2 D2 F2 D' L2 U L2 U2 B2 U' R2 F D2 R' D U F2 U2 F U';2020-12-23 22:04:58;14.03
1387;13.98;;R F L' F2 U' L2 B2 U' L2 F2 D2 L2 R2 F2 R' D F2 U' R' B' U2;2020-12-23 22:05:52;13.98
1388;13.74;;D2 F U' B' L U2 B2 U' B R2 U2 F2 R2 B U2 R2 L2 F D2 L2 R';2020-12-23 22:06:34;13.74
1389;15.03;;B2 D B2 L2 R2 D L2 D B2 R2 D2 F D2 L' R' F U2 F D B R';2020-12-23 22:07:03;15.03
1390;16.58;;F R' L2 U R L2 B' D2 R2 U2 R2 F2 R2 L' F2 R F2 U2 F2 U B;2020-12-23 22:07:48;16.58
1391;14.05;;R' B U2 R2 D B2 L2 D' F2 R2 F2 D' R D' F' L2 B L2 R';2020-12-23 22:08:18;14.05
1392;11.86;;L2 B' U' D2 F D2 F B2 R F2 D R2 U F2 R2 U R2 U F2 D';2020-12-23 22:08:45;11.86
1393;19.92;;D' R2 F2 R2 F2 R2 U2 R2 D2 F2 R U' B' L F' L R' B L U';2020-12-23 22:09:19;19.92
1394;13.12;;R2 D R2 B2 D B2 U L2 F2 L2 D' L2 F' L2 B2 D B L' D' B' D;2020-12-23 22:09:55;13.12
1395;13.57;;D2 R2 F2 D2 R2 B2 F' R2 F' U2 B' L' U' B2 L U2 F' U' R2 D;2020-12-23 22:10:21;13.57
1396;16.44;;U2 B2 R2 B2 F2 D' L2 F2 D R2 F2 R' F2 D' B L2 U L F' D' L;2020-12-23 22:10:47;16.44
1397;17.55;;F D L2 F2 D F2 D2 L2 B2 R2 B2 R' D' L U' F' U B U2 R;2020-12-23 22:11:16;17.55
1398;11.16;;U' B' D2 U2 L2 F R2 U2 B2 U2 L F' R F' D B2 F2 U';2020-12-23 22:11:46;11.16
1399;15.65;;R' U R2 D2 R2 U B2 D F2 R2 U B2 U2 F' D B' L2 F' L' D';2020-12-23 22:15:54;15.65
1400;13.77;;U B2 U2 L B' U' R' F' R U2 R2 D2 L F2 U2 F2 R' F2;2020-12-23 22:16:25;13.77
1401;15.48;;U2 B2 L2 F2 U L2 U' R2 F2 D2 U' R' F R' F2 D2 R B' D2 L2;2020-12-23 22:16:50;15.48
1402;13.57;;L2 D2 B2 D' F2 U2 R2 D2 R2 F2 U' L' F2 D' U' F R D2 L' B R';2020-12-23 22:17:17;13.57
1403;13.38;;L U' R' D' L' D2 L U' F R2 U' R2 D2 B2 L2 B2 U' R2 B2 D';2020-12-23 22:17:52;13.38
1404;15.93;;D R' F B' L2 D B2 R' U2 L2 U' L2 U L2 B2 U B2 U F2 D R;2020-12-23 22:18:30;15.93
1405;14.24;;D2 L2 B2 L2 D' R2 F2 D' F2 D2 F2 U' F' U L' B' D L U R' U';2020-12-23 22:18:56;14.24
1406;12.11;;F2 U' D2 B R' L' D' L' F2 R2 D2 F' R2 D2 F' L2 F2 R2 F U';2020-12-23 22:19:28;12.11
1407;14.74;;B' D2 U2 F' R2 F' D2 L2 F' L2 B2 F' L' D' U2 B F2 L' U2 B' F2;2020-12-23 22:19:50;14.74
1408;13.96;;B' U' R2 F2 U2 R2 D' L2 D' F2 D2 R2 B R' B' D' U2 B L' B F';2020-12-23 22:20:17;13.96
1409;13.42;;R L U B' R2 L2 B2 U R' B U2 L2 F R2 F' U2 B2 D2 B' L2;2020-12-23 22:20:49;13.42
1410;13.63;;U2 L2 B2 D2 B U2 L2 B L2 F' D' L2 R B2 U B U L' F U;2020-12-23 22:21:16;13.63
1411;14.07;;R2 U L' B L F L' U2 F' B' U2 R2 L2 F' L2 F R2 D2 L D;2020-12-23 22:21:43;14.07
1412;13.26;;D' L2 R2 D' R2 B2 D F2 D2 B2 R' D B D R F2 U L F' U';2020-12-23 22:22:13;13.26
1413;12.94;;D F L' D R2 D F' B2 L' D2 B2 U B2 L2 U2 L2 D' L2 F2 D' F2;2020-12-23 22:22:37;12.94
1414;18.09;;L B2 F2 L2 F2 D2 R D2 F2 R2 U2 F' L2 R U R F D' F R' B;2020-12-23 22:23:00;18.09
1415;13.83;;R2 B2 D2 B R2 F D2 B D2 R2 F2 D2 R' B2 L' B2 D' L2 F L';2020-12-23 22:23:33;13.83
1416;13.65;;U2 R2 D B2 U' B2 D L2 U2 F2 L2 F2 B' U2 L' B U2 F2 L B2 U2;2020-12-23 22:24:10;13.65
1417;15.61;;U' R2 F2 R2 U F2 R2 U F2 R2 U' B R' F' L' B' U2 L' R2 B D2;2020-12-23 22:24:36;15.61
1418;13.68;;B U R2 B R2 U2 B D2 F' R2 F L2 R2 U B' F2 D2 R' B2 R;2020-12-23 22:25:02;13.68
1419;17.13;;D2 R B2 U2 F2 D' R2 F2 R2 D' U2 F2 D B' F' L F R' B' R U2;2020-12-23 22:25:37;17.13
1420;12.31;;F2 R2 U F2 D2 L2 B2 U2 F2 D' R' U F U' R' D' F2 L U';2020-12-23 22:28:13;12.31
1421;14.76;;R2 D L2 F2 U L2 B2 R2 U' F2 U' L' R' D' B F2 D' L2 R' U;2020-12-23 22:28:58;14.76
1422;15.89;;R2 D2 L2 F2 L2 U2 B' R2 B L2 F' L' D2 U R B' D2 B2 F' U2;2020-12-23 22:29:24;15.89
1423;12.30;;L U B' R F R2 D' F' U2 B2 U2 L2 F L2 D2 F R2 D2 B D B';2020-12-23 22:30:00;12.30
1424;12.20;;R2 B2 U2 F D' F' L2 D B2 R' U2 F2 L' U2 D2 L' B2 D2 L' F2;2020-12-23 22:30:25;12.20
1425;12.55;;R2 F R2 F L2 B' R2 F2 L2 B2 L F D R F D F2 U' F2;2020-12-23 22:30:50;12.55
1426;12.55;;R2 B L F R L F' B2 U' L2 U D2 R2 F2 R2 B2 U F2 B R';2020-12-23 22:31:36;12.55
1427;14.23;;L2 R2 B D2 B' L2 B F2 U2 R2 F R2 D' L2 R2 D U2 B' L' D2;2020-12-23 22:32:01;14.23
1428;14.88;;B U' B' U F' U' R L' D F D2 B2 L2 B' R2 U2 L2 B2 D2 L2 B;2020-12-23 22:32:31;14.88
1429;17.04;;D2 L2 B L2 R2 D2 F' D2 U2 F2 U2 F' U B L R U' F' U' F D';2020-12-23 22:32:59;17.04
1430;17.16;;D L2 D B2 R2 D2 B2 F2 D' L2 U L D B2 L2 B' D' R2 U B R';2020-12-23 22:33:29;17.16
1431;13.52;;L D R F' L' U R' B' D' R2 D2 B L2 D2 B2 L2 F R2 L2;2020-12-23 22:34:01;13.52
1432;14.68;;U' L2 B2 R2 F2 D' U' B2 U B2 L F' R' U2 F' L D R2 F D2;2020-12-23 22:34:34;14.68
1433;18.85;;R U' B' D2 F' R2 U' B L' F2 B2 L' F2 D2 R2 B2 D2 B2 D;2020-12-23 22:35:01;18.85
1434;16.17;;B2 U' F R2 L B U D' L U B2 R2 U R2 U D R2;2020-12-23 22:35:40;16.17
1435;12.14;;F L D B2 U' L2 D' L2 F2 D F2 R2 U' B2 L B L2 D B2 L' F;2020-12-23 22:36:09;12.14
1436;12.77;;R' D2 R2 B2 U2 L2 F2 R2 F L2 F U2 D' R F' L2 B U B R';2020-12-23 22:36:34;12.77
1437;15.64;;F U2 L' U2 L B2 R' D2 R' D2 U2 L F' D' R' U2 B' U L B;2020-12-23 22:36:59;15.64
1438;12.67;;F L F2 U2 L' B2 L F2 U2 B2 F2 R' U' B' D' U F2 L' R' U2 F;2020-12-23 22:38:03;12.67
1439;13.55;;R F2 L' D2 L F2 L' B2 R2 U2 R D B' D L2 D B' D' L' U';2020-12-23 22:38:35;13.55
1440;13.88;;D B2 D L2 U' R2 U' F2 R2 D' L F2 R' D' R2 F L U2 L2 R;2020-12-23 22:39:06;13.88
1441;16.08;;D' F2 L2 R2 B' U2 B2 L2 B U2 F' R2 F L' B' D2 U2 F' L D';2020-12-23 22:39:32;16.08
1442;13.31;;B' R U' R2 B2 D' L2 D L2 B D U L U' F R2;2020-12-23 22:40:03;13.31
1443;11.69;;U D2 F' L2 D2 L2 U2 B2 U2 R2 F2 U2 F' R U2 B' L' F2 U' F2 L';2020-12-23 22:40:29;11.69
1444;13.37;;F' R' B2 D R2 F2 L2 U2 R2 U F2 B D2 F L B F2 D' L R2;2020-12-23 22:41:04;13.37
1445;13.15;;R2 D2 L2 U2 F2 R F2 U2 B2 D2 R2 D2 B D2 U' B L2 R' F2 D';2020-12-23 22:41:29;13.15
1446;13.75;;B2 L2 D2 F2 R B2 L2 F2 R U2 B2 U2 F' D U2 F L R U2 F' U;2020-12-23 22:41:56;13.75
1447;11.04;;F' L F2 R' F2 U2 F2 L' D2 L2 D2 B2 D2 B' U2 R' D' U R F2 R';2020-12-23 22:42:26;11.04
1448;12.91;;R2 L' U' B' L' F' L' F' U F2 L2 D2 B R2 F U2 B' R2 F' D2;2020-12-23 22:42:59;12.91
1449;14.36;;U R2 B2 D' B2 F2 R2 U2 B2 F' L' U2 B D' F L2 B R F2;2020-12-23 22:43:24;14.36
1450;13.96;;D2 L2 D R2 D B2 R2 B2 D' L2 U' R' F2 U' R2 D2 B' D' L' D U2;2020-12-23 22:43:49;13.96
1451;12.48;;R' D2 F R' D' R' B' R F2 U2 F2 B2 L' B2 D2 L2 D2 R L2 D;2020-12-23 22:44:20;12.48
1452;17.23;;B D' L2 B2 L2 D2 R2 U2 F R2 B U2 F2 U' R' B2 R' B F L' U2;2020-12-23 22:44:45;17.23
1453;12.95;;U2 B2 L' D2 R D2 F R U2 B2 D2 R2 B2 L2 D' F2 U F2 R2 U2;2020-12-23 22:45:28;12.95
1454;14.47;;D' R' D R2 F2 D2 B2 F2 D F2 U2 L2 U' R' B' L2 U F R U2 F2;2020-12-23 22:45:57;14.47
1455;13.78;;B2 D2 L2 B2 L2 U R2 D B2 D2 B2 F' D' U F R' U2 B' R2 U B;2020-12-23 22:46:28;13.78
1456;13.40;;R' F2 D' L2 U B2 D' B2 R2 F2 U R B F D' F' L D2 L2;2020-12-23 22:46:56;13.40
1457;13.39;;D' U2 R2 B' U2 F2 U2 B' R2 U2 F D2 F' U R D2 F R B2 L2 R';2020-12-23 22:47:20;13.39
1458;12.88;;B' L2 D2 B2 U B2 L2 D2 B2 U' L2 R F2 D2 B U' R B L2 F2;2020-12-23 22:47:50;12.88
1459;15.85;;B' D F L2 D B' L U B2 L2 D L2 U' F2 B2 R2 D' R F';2020-12-23 22:48:20;15.85
1460;13.14;;B L U2 B2 D L2 D' F2 D' L2 R2 B2 U F L' R2 F L2 F2 L2 U;2020-12-23 22:48:56;13.14
1461;11.34;;D2 L' D2 F2 U D2 R2 B' D' B2 L2 U2 L F2 D2 R F2 U2 R' B2;2020-12-23 22:49:20;11.34
1462;13.02;;U R' F U F2 U B2 L2 R2 U' R2 D' R B' F U' F' L' F;2020-12-23 22:49:47;13.02
1463;16.83;;F' D2 R2 D' L2 R2 B2 U B2 R2 B2 R' U' B U' R2 D2 B2 R' B;2020-12-23 22:50:52;16.83
1464;10.56;;F' U2 R F U B2 L2 D R2 B2 L U2 L' D2 R2 F2 B2 D2 R B2;2020-12-23 22:51:20;10.56
1465;13.93;;D2 B2 U2 L U2 R D2 L2 F2 U2 F2 B D' F' D2 U' F2 D' B2 F';2020-12-23 22:51:51;13.93
1466;13.85;;D' L' F' R2 D2 L2 R2 B2 F' R2 F2 D2 R2 U' L2 R' F2 U R2 B D;2020-12-23 22:52:15;13.85
1467;18.62;;L' B2 L2 F2 R F2 L B2 D2 L D2 U' L2 R F U' B L' U2 B';2020-12-23 22:52:43;18.62
1468;12.27;;B' L2 R2 B2 U L2 U' R2 U' L2 B2 D2 U L' U2 B L' R' D L D2;2020-12-23 22:53:12;12.27
1469;14.79;;R B U2 R2 D' R' L B U' L D2 R2 U2 B2 D2 F2 R F2 R' B2 L;2020-12-23 22:53:40;14.79
1470;13.75;;R' U' F B' L B D' B D R' F2 L F2 B2 D2 L' B2 R' F2 R;2020-12-23 22:54:05;13.75
1471;12.10;;F2 D L2 R2 U L2 U F2 D B2 R2 U F' L2 D B2 U' R2 F R';2020-12-23 22:54:32;12.10
1472;11.85;;D' L2 B2 F2 D B2 F2 D2 B2 D' U F' L B2 D' L U' B2 R' U';2020-12-23 22:54:54;11.85
1473;14.64;;B2 R2 U2 L2 D2 B' L2 F2 D2 F L B2 R' D' R' F2 L2 D L' F' U;2020-12-23 22:55:23;14.64
1474;13.78;;R2 F2 L' D2 L D2 R' D2 F2 R2 D F' L2 D B U B' U R U';2020-12-23 22:55:53;13.78
1475;12.75;;R2 B' R2 B' L2 U2 F2 U2 F R2 F2 L B F U2 R' U F' L2 U;2020-12-23 22:56:17;12.75
1476;16.00;;R2 F' L2 B2 D2 R2 F' R2 B L2 R2 U L2 R U2 L2 D' F L U F2;2020-12-23 22:56:51;16.00
1477;13.84;;F' U2 R2 B2 D2 B L2 F' D2 B' D' L' F2 R F' R2 U B' R' U';2020-12-23 22:57:30;13.84
1478;12.81;;U2 B' L2 D R F' U2 B' L' U2 R2 F R2 L2 F2 D2 L2 D2 F' U2 D2;2020-12-23 22:58:00;12.81
1479;15.40;;D' U2 R' D2 B2 R B2 R' D2 R F2 R' F2 B D R2 U B2 R U' F2;2020-12-23 22:58:25;15.40
1480;14.20;;F U' L2 B2 D' L2 B2 U F2 U2 L2 D2 L B R2 F2 U2 L' U L2;2020-12-23 22:58:58;14.20
1481;12.87;;D F R L2 D F2 U F2 D2 U' L2 B2 R2 B2 R F2 R2 F' L' F R2;2020-12-23 22:59:29;12.87
1482;15.66;;R F2 R B2 R' U' F2 L2 D F D2 F2 R2 U2 L2 F D2 B D2 R2 F2;2020-12-23 23:00:20;15.66
1483;13.79;;B2 R2 B' L2 R2 B2 R2 U2 F' R2 U2 B D' L2 B' D L U' L R' F;2020-12-23 23:00:51;13.79
1484;11.71;;B' U R' B' R' F2 B D' B2 L2 D2 R2 F U2 F' D2 B L2 B2;2020-12-23 23:01:24;11.71
1485;9.82;;R' B2 L F2 R' F2 D2 R2 F2 D2 R2 F2 D' L B' U' B2 U' R2 B';2020-12-23 23:01:49;9.82
1486;12.39;;D' F2 R D2 F2 R2 B2 F2 D2 F2 R U2 L U F' U2 R2 B2 F';2020-12-23 23:02:20;12.39
1487;15.49;;U' B2 L B2 R' F2 D2 F2 L R2 U2 F' U' L2 F2 U L B2 D' B;2020-12-23 23:02:48;15.49
1488;12.62;;F' D' U2 B2 L2 D2 U2 F2 R U2 L' U2 R B2 F' R B' D2 U R2 U;2020-12-23 23:03:16;12.62
1489;12.99;;F2 L F2 D F' U R2 B2 R' U' R2 D F2 R2 L2 D F2 U2 R2 U';2020-12-23 23:03:41;12.99
1490;11.54;;F L U R2 B R' L F U2 D F2 U B2 L2 D2 B2 R2 D' B2 U;2020-12-23 23:04:08;11.54
1491;11.54;;R2 D B2 F2 R D2 L2 B2 L D2 F2 D2 R' B L' B D' B2 L2 F U2;2020-12-23 23:04:44;11.54
1492;13.64;;U2 R' U2 B2 U2 R2 F2 R' F2 D2 R' F U' F L B' D U2 B2 D2;2020-12-23 23:05:14;13.64
1493;12.80;;R' D U2 B' U2 B L2 F U2 F2 D2 B U B2 U' R U2 F';2020-12-23 23:05:49;12.80
1494;14.09;;L2 B L' B2 D2 L' F2 U2 L' R D2 B R2 F' U R' B' R;2020-12-23 23:06:14;14.09
1495;12.87;;R' B2 U2 F2 U2 L' R2 U2 L2 D2 B2 D2 F' U' F2 L2 B' L' U B' F;2020-12-23 23:06:47;12.87
1496;12.40;;B D2 R' L2 B2 L F2 D U2 F U2 L2 D2 R2 D2 F D2 F' R2 B L';2020-12-23 23:07:36;12.40
1497;12.83;;D2 B2 L2 B2 L2 U' L2 D L2 B2 F2 D' L' B D2 U F R D2 F2 L2;2020-12-23 23:08:09;12.83
1498;12.37;;B2 L2 D2 B2 L' B2 U2 F2 D2 L' R2 F2 U' F' R B' U' B U' R D';2020-12-23 23:08:34;12.37
1499;13.20;;L2 D' F2 U F2 U' L2 B2 U B2 D U' R B L2 B' D L2 D2 F L2;2020-12-23 23:09:01;13.20
1500;13.43;;D B L2 D2 R D2 B2 L D2 R D2 R U F2 R B' R' U2 B;2020-12-23 23:09:27;13.43
1501;16.51;;D' F2 D B2 D' F2 D' L2 F2 L2 R' B2 L D F R' U B' D2 F;2020-12-23 23:09:56;16.51
1502;14.16;;U' D2 R2 U2 L D2 R' D2 R' B2 R2 F' L2 U B2 D' R2 F U' R';2020-12-23 23:10:29;14.16
1503;13.29;;D L2 B2 D B2 R2 D2 R2 D B L2 U' R B' U2 R D' L2 U';2020-12-23 23:11:04;13.29
1504;14.89;;R' B L2 D2 R' D' B U' F R2 F2 L2 F U2 F2 B R2 U2 L';2020-12-23 23:11:30;14.89
1505;12.07;;F L F L2 R2 D' L2 U F2 R2 U R2 D2 B2 R' U2 B' L B' F' L2;2020-12-23 23:11:56;12.07
1506;12.93;;R' B D2 U2 L' B2 L D2 L2 U2 R' U' R2 U' L' B' D2 B2;2020-12-23 23:12:19;12.93
1507;14.55;;R2 B R2 B' L2 B' R2 B' U2 R2 D2 B2 L' D F U L B2 R2 B R';2020-12-23 23:12:56;14.55
1508;15.42;;B2 D L2 U2 L2 F2 L2 R2 D U2 R2 L B' R' D B' R' U F' D2;2020-12-23 23:13:24;15.42
1509;13.41;;R' L2 B2 U' B2 L D' L U' F2 D2 F2 R2 U2 B' L2 F U2 B;2020-12-23 23:13:56;13.41
1510;14.46;;B2 R' D R2 F2 D F2 D2 U L2 U F2 U' R2 L U F U2 R2 B U';2020-12-23 23:14:24;14.46
1511;17.59;;D B2 D' B2 R2 D F2 R2 F2 D U B R' F2 U' B D' R2 U2 R' B';2020-12-23 23:14:55;17.59
1512;13.47;;R' L2 F' U2 L2 B2 R2 B R2 D2 R2 B' U2 L' D R2 U2 B' U' R F2;2020-12-23 23:15:33;13.47
1513;13.43;;R D' B2 U F2 L2 D2 U L2 B2 R2 F L' D R' B' U B D R2;2020-12-23 23:16:02;13.43
1514;12.60;;L B2 U2 B' U2 D F' U F' L2 D2 B R2 B' U2 D2 F U2 L;2020-12-23 23:16:33;12.60
1515;15.64;;B' D2 R2 U2 B' U2 F2 U2 F L2 D' L2 B' L R' D' L B' L';2020-12-23 23:16:56;15.64
1516;12.78;;F2 R' F U2 F' L' B2 R' D' F U2 F B2 R2 F2 L2 U2 R2 F' D2 L2;2020-12-23 23:17:25;12.78
1517;16.33;;F2 U2 L2 B' L2 F2 D2 B' U2 L2 R2 B R' B L U' F L' D B2 L2;2020-12-23 23:17:57;16.33
1518;17.50;;B D2 F U' B2 R F' U F B2 D2 B R2 B' R2 L2 B U2 F R2;2020-12-23 23:18:30;17.50
1519;12.55;;U2 R B2 U2 B2 U B2 U L2 U' F2 U F D2 R' B2 L2 D L';2020-12-23 23:19:06;12.55
