No.;Time;Comment;Scramble;Date;P.1
1;14.92;;D L B2 L F R2 F2 D B U2 L2 D R2 F2 B2 D' B2 U D R2;2020-10-23 15:03:47;14.92
2;13.45;;U F' B U' R2 L2 F D L R2 B R2 U2 F R2 F U2 F L2 B2;2020-10-24 08:05:52;13.45
3;14.32;;L2 B' R2 U R2 U' L2 U' F R2 F2 U2 R F2 L D2 B2 D2 F2 L' U2;2020-10-24 08:06:33;14.32
4;15.09;;L' U' R' U B2 D F L' D' R2 F2 U' F2 U B2 D2 R2 B2 D F2 L;2020-10-24 08:07:41;15.09
5;13.91;;R2 B D' R B' U2 D B R' B R2 L2 B' R2 F' D2 L2 F2 L2 B;2020-10-24 08:08:28;13.91
6;13.72;;F' U F' U2 F2 D L2 D' L2 U' B2 F2 U2 B D' L' D2 R' D2 F';2020-10-24 08:09:12;13.72
7;14.94;;U B' U L D2 L' F U2 R2 B2 D F2 L2 D' R2 B2 U F2 D2 R';2020-10-24 08:09:41;14.94
8;17.03;;B2 L2 U R D2 L B' R B L2 B D2 R2 F' D2 F' L2 F;2020-10-24 08:10:45;17.03
9;16.60;;D L' F2 D F' D2 R' L U B2 R2 L2 B R2 B' L2 B U2 F';2020-10-24 08:11:21;16.60
10;14.97;;D' B' D2 B' U R B L D' L2 D' R2 D2 B2 U L2 B2 L2 F2;2020-10-24 08:11:59;14.97
11;12.06;;D F R B2 R B U F2 R' B2 L' D2 B2 L D2 B2 L2 F2 L2 B' D;2020-10-24 08:12:32;12.06
12;12.87;;D2 L2 D' R2 U' F2 D B2 F2 U' B U2 L R2 D B R2 U R' F;2020-10-24 08:13:04;12.87
13;14.78;;R U R' B' U' D' B' L2 F L' B L2 D2 F' U2 B2 R2 B D2 L2 F';2020-10-24 08:13:35;14.78
14;13.16;;R' F2 L D2 F2 L U2 R2 U2 R' F U F D2 U2 B L D B';2020-10-24 08:14:27;13.16
15;12.40;;U2 F2 U F2 L2 U' R2 D' R2 U L2 F L' U L' F D2 R F D';2020-10-24 08:15:05;12.40
16;15.63;;D2 U L2 D' R2 F2 D2 B2 F2 L2 B D' L' F' R D' B2 F U' R;2020-10-24 08:16:03;15.63
17;16.45;;L2 B2 D2 R' B D F R' U F2 B2 U2 F2 R2 D' R2 D L2 D2 L;2020-10-24 08:16:36;16.45
18;14.79;;F2 D L2 F2 D F2 D F2 R2 B2 U B R2 F U L' F' R D' L';2020-10-24 08:17:09;14.79
19;13.21;;F D' F' U' R F' D F2 U R F2 D2 R' B2 L U2 F2 L U2 L2 U2;2020-10-24 08:17:41;13.21
20;14.11;;F2 R B D2 B R' B' D R2 L2 F2 D2 L2 D F2 D L2 B2 R' B2;2020-10-24 08:18:29;14.11
21;11.37;;B U' L2 B2 U2 R2 B2 D R2 B2 R' F U R2 B2 L2 B;2020-10-24 08:18:58;11.37
22;14.30;;L R2 B F2 U2 F R2 F' D2 L2 F' D2 F2 D R D F' U2 L' B2 F;2020-10-24 08:19:28;14.30
23;13.10;;D2 R' B D2 R' F2 L2 R B2 F2 R' B2 U2 R' D B' D B2 L F' D2;2020-10-24 08:20:01;13.10
24;15.08;;L' R2 D L2 B2 D' B2 D2 B2 R2 D F2 D' L' B L2 D' L' B' U' R2;2020-10-24 08:20:47;15.08
25;14.17;;L B2 U' F' L2 F D' U2 R U2 L2 U2 L D2 R F2 L' F2 D B';2020-10-24 08:21:22;14.17
26;13.48;;F2 U' R' U2 F2 L2 D L2 U L2 U' R2 D2 U' B F2 D F R D' F;2020-10-24 08:22:03;13.48
27;15.29;;F' U' D2 F2 L F2 R' F2 R2 D2 R' U' R' D B U B R' U;2020-10-24 08:23:47;15.29
28;14.66;;B L F2 D2 B2 D' F2 D' R2 F2 D' B2 U R D' U F R' U B' R2;2020-10-24 08:24:53;14.66
29;12.88;;D' B2 L2 R2 D R2 F2 U B2 D R2 B2 R U' F2 R2 F2 U' F L2;2020-10-24 08:25:34;12.88
30;12.73;;U' F2 D R2 F2 U' B2 D' F2 U2 R2 F' D B2 L B' L' R U' B';2020-10-24 08:26:12;12.73
31;14.13;;R' F R2 U' B2 L2 U R2 D F2 D B2 R2 D2 R' D2 B U2 L U R2;2020-10-24 08:26:48;14.13
32;16.92;;R D2 R2 U2 B2 U2 B U2 F' D2 F2 R2 L' D B' L R2 D F2;2020-10-24 08:27:19;16.92
33;15.79;;R2 F U F' D F U R2 F2 D2 F2 D2 R U2 L' F2 R F2 U' B2;2020-10-24 08:27:52;15.79
34;13.31;;R2 U F2 L2 F2 U' L2 D F2 D2 L2 F2 L B' U F2 L F U' B2 R';2020-10-24 08:28:42;13.31
35;17.71;;F' D' R2 U L D' L' F' D2 R2 B' U2 R2 B U2 B2 L2 F L2 R D2;2020-10-24 08:29:16;17.71
36;12.84;;U2 R U' D R B2 U R2 B' U2 R2 B' U2 D2 R2 U2 B' R2 B2 D;2020-10-24 08:29:47;12.84
37;15.17;;D' B F2 L' F2 L D2 L2 B2 L2 F2 L U B2 D B' D2 R2 D';2020-10-24 08:30:25;15.17
38;12.85;;D2 L D2 B2 D2 R2 U2 L' R2 U2 R2 B2 F' R' U2 B' D2 L' U B F';2020-10-24 08:30:54;12.85
39;12.89;;L' F2 D2 L' D2 L' B2 F2 D2 F2 L' U' B F D' L F2 R2 B2 D';2020-10-24 08:31:30;12.89
40;14.02;;R' D' B' U' R' B2 L' F R F2 R2 D2 F' D2 F2 L2 B' R2 B' D2 B;2020-10-24 08:32:13;14.02
41;17.46;;U2 B2 F2 U L2 B2 L2 D' R2 U2 B U2 L' D2 B U2 L' F U2 F U';2020-10-24 08:32:50;17.46
42;17.31;;F D2 F' L2 D2 B2 D' F2 D R2 F2 L2 U2 F R D' L2 F U';2020-10-24 08:33:26;17.31
43;14.39;;L2 B2 D2 F2 D2 R U2 F2 L U2 F2 L' U L2 B R D2 B2 F2 D L2;2020-10-24 08:34:49;14.39
44;14.39;;D F2 D L2 D B2 F2 U R2 F2 D2 R' D' L R B' D' B2 U F U';2020-10-24 08:35:28;14.39
45;14.53;;U2 L U2 L' R2 U2 R2 B2 F2 R' U' F' L' U' F R2 B U R' F';2020-10-24 08:36:09;14.53
46;14.52;;B2 D R2 F2 U L2 F2 U L2 F2 D L2 B R' B' D' L2 F2 L' U F;2020-10-24 08:37:15;14.52
47;15.06;;R2 U2 L' U2 F2 L2 F2 U2 R2 D2 R' B2 F U' R' F2 U L U' B R';2020-10-24 08:37:54;15.06
48;14.94;;F2 R B' F2 U2 L2 F2 R2 D' R2 F2 D2 R2 L' B' D L' B2 R' F;2020-10-24 08:38:20;14.94
49;14.20;;D L2 B2 F2 R2 D L2 U' F2 U' R2 F L R U L R B R D' U;2020-10-24 08:39:10;14.20
50;13.54;;F2 R2 F R2 F' R2 B2 L2 D2 F' R2 U2 L U F' R' D' F2 R' U' B';2020-10-24 08:40:04;13.54
51;15.66;;F2 L' R' B2 L' D2 B2 F2 R' U2 F L' D' L D2 L2 B U2 L';2020-10-24 08:41:18;15.66
52;12.66;;R D2 U' B2 F2 U' F2 D' B2 F2 L2 R' D' U' F2 R B' D' B2 L';2020-10-24 08:42:17;12.66
53;16.06;;U2 R L2 B2 L2 U2 B2 U F2 D L2 B2 U2 R F U' L' F2 U L U2;2020-10-24 08:42:50;16.06
54;12.93;;U2 R2 F2 L F2 U2 R2 U2 R' D' F R' B2 U2 R D L D;2020-10-24 08:43:22;12.93
55;10.22;;B' U L2 R2 U' L2 U L2 U2 L2 F2 U' L2 F' U R2 B' L D U F2;2020-10-24 08:43:49;10.22
56;13.09;;U2 L2 D2 R2 F' L2 D2 B F U2 F' R D F R' F2 D' R2 U';2020-10-24 08:44:29;13.09
57;13.72;;R' B F2 R2 U2 R2 D B2 D F2 D' U2 L' U2 B' U2 F' D2 R2;2020-10-24 08:45:04;13.72
58;9.79;;B2 L F2 R2 U R2 B2 F2 D' F2 L2 U' R2 U L' F R B' R U' L';2020-10-24 08:45:38;9.79
59;13.18;;U2 L2 B D2 F U2 R2 U2 L2 F U2 L D' U B D' L' B' R' F R2;2020-10-24 08:46:08;13.18
60;10.24;;D' F2 R F' L U' D2 R' F L2 F R2 F R2 F' U2 D2 B L2 U';2020-10-24 08:46:54;10.24
61;18.03;;F2 D' B2 U F2 D' L2 U R2 U L2 D R' B' F2 U F' U L2;2020-10-24 08:47:24;18.03
62;12.29;;U' R D B R' U2 R2 F L2 B L2 B2 D2 B' U2 B U' F';2020-10-24 08:48:02;12.29
63;14.38;;L2 F D2 F2 D2 U2 F R2 U2 R2 F' L' R' F D2 B D' R D2 U2;2020-10-24 08:48:36;14.38
64;14.56;;B R2 D F L B R F D2 B U2 L2 F' R2 L2 B' U2 B2 R';2020-10-24 08:49:10;14.56
65;15.24;;F U2 R U' L2 D2 L2 U B2 U B2 F2 U R2 L D' B D B R' D';2020-10-24 08:49:43;15.24
66;12.64;;D' L F2 U2 L2 U2 R D2 R' D2 F2 L B F2 D L B F R;2020-10-24 08:50:12;12.64
67;12.53;;U B2 L2 F2 R2 D2 R F2 D2 R' D2 U' F' L2 U R B L' F;2020-10-24 08:50:52;12.53
68;12.52;;R' F2 L U B U' L' U L' U L2 B2 R2 B2 D2 F2 D R2 U' B2 D';2020-10-24 08:51:23;12.52
69;13.84;;F2 B2 U R2 L' D F U L2 U F2 L2 U' D2 F2 D L2 D' B2 L;2020-10-24 08:51:48;13.84
70;13.13;;B' U L2 F2 B L D R' D' B2 L2 U L2 D' F2 U' F2 R2 D2 F';2020-10-24 08:52:23;13.13
71;17.99;;D' L' U2 B' U2 B' L2 F D2 U2 L2 U2 F U R B' L' B U F';2020-10-24 08:53:02;17.99
72;13.92;;F' L F D2 B2 R2 D R2 U' F2 R2 U R2 U' B D' B2 L' R F R2;2020-10-24 08:54:06;13.92
73;13.78;;F2 L' D B U2 L F R' D B R2 U2 F' B2 U2 F D2 R2 B R2;2020-10-24 08:54:40;13.78
74;14.06;;D2 R' F2 R' D2 B2 U2 R D2 F2 R2 U' F D' R2 D' U2 L D2 U;2020-10-25 07:41:03;14.06
75;17.31;;B' U D' B' R2 B' L F D U2 F2 D2 F2 L F2 B2 L B2 R' F2 R';2020-10-25 07:42:05;17.31
76;15.17;;U F L2 F2 U2 F' L2 B' F' U2 L2 U2 L B F2 L U B2 F' L;2020-10-25 07:43:10;15.17
77;13.44;;D2 F2 R2 F2 R2 F2 D L2 B2 D' B2 D F L' B U F' R' B' R2 B';2020-10-25 07:43:45;13.44
78;16.40;;L' U' F' U' D' F' U' R' F2 B2 R2 D2 F2 D L2 F2 U' B2 R2 D';2020-10-25 07:44:18;16.40
79;15.03;;R U2 L' D2 L2 B2 L U2 F2 R2 B2 U R D2 F L' U' F' R' B2;2020-10-25 07:44:47;15.03
80;18.40;;L2 F2 R2 U2 B2 R2 U' L2 R2 U2 B2 F' R' B R2 F' D F2 L F;2020-10-25 07:45:39;18.40
81;15.45;;L' D' U2 B L2 B F' L2 D2 L2 U2 F2 L U2 R' D' B' L' F2;2020-10-25 07:46:57;15.45
82;13.75;;R2 D2 L2 F2 R2 U L2 D' B2 U2 F2 R U' F U R' B' F D' F;2020-10-25 07:47:42;13.75
83;13.63;;B2 D2 L2 D' F2 R2 U F2 U2 R2 F' D' R' D' U' R' D2 R2 F;2020-10-25 07:48:55;13.63
84;16.48;;B2 R' F' R2 F2 R2 D2 R2 B U2 F2 D2 B' D U' R' U R' F2 R;2020-10-25 07:49:22;16.48
85;15.39;;B U' F2 U' R2 B2 L2 D L2 F2 U2 F R D2 B U F L2 U2 L;2020-10-25 07:50:20;15.39
86;15.25;;B2 L2 U L2 F2 U L2 U L2 D2 F D2 R B' U L R B U R2;2020-10-25 07:51:13;15.25
87;13.20;;U' L' D2 R B2 R2 U2 L' B2 F2 D2 R' B2 F' R2 U L' D U F';2020-10-25 07:52:34;13.20
88;14.27;;R' D2 U B2 U R2 B2 R2 B2 D2 B2 D R U B L2 R' F2 R2 U';2020-10-25 07:53:24;14.27
89;14.87;;B2 F2 L2 F2 U' R2 U2 L2 U R2 U2 B' R' F' L B2 R' F2 U' R' B;2020-10-25 07:53:55;14.87
90;14.20;;B2 L2 U2 F' L2 F' D2 B2 U2 R2 U2 L2 U' F' R' D' U2 L' R' D' U;2020-10-25 07:54:23;14.20
91;9.52;;R F2 U' L2 U' L2 B2 L2 B2 D R2 D' R F D2 R' D2 R U B' R;2020-10-25 07:55:21;9.52
92;16.02;;U' F U2 R2 F L2 B' R2 D2 B' D2 B2 R' U L' R U B R F';2020-10-25 07:58:18;16.02
93;14.92;;B R' U' D2 L2 B' R L F U2 F2 U R2 L2 F2 D R2 F2 U' F2 L2;2020-10-25 07:59:35;14.92
94;16.48;;D' F2 L2 B2 R2 F2 D R2 D' U R F' D' B F' L U2 R2 F2;2020-10-25 08:00:07;16.48
95;15.41;;U B2 F2 R2 B2 D' F2 U' L2 U L2 B D' B U F2 U' R' F L' R';2020-10-25 08:00:54;15.41
96;15.36;;D F' R U' F L U2 B D L2 D2 F2 B' L2 B D2 L2 B D2 B;2020-10-25 08:01:53;15.36
97;13.32;;F2 U2 R' B2 U B2 R2 B2 F2 U' R2 U B L D2 F L' F2 U';2020-10-25 08:02:24;13.32
98;12.97;;R2 D' B2 D2 F2 U' R2 B2 D L2 R2 B D R F' R2 B U R B' R;2020-10-25 08:02:55;12.97
99;15.08;;U' R2 F D2 B' D R' L B' L2 F2 U2 B2 U2 L' U2 D2 B2 R' L;2020-10-25 08:03:26;15.08
100;16.21;;U' F2 D' L2 R2 U' R2 B2 D2 L2 B2 U L B' U' L F L2 D' U' B;2020-10-25 08:03:57;16.21
101;15.14;;B' U' R2 F2 D' F2 D' B2 U B2 L U B R2 B' D' F L2 U';2020-10-25 08:04:28;15.14
102;15.01;;D2 F' L2 B' L2 F2 R2 U2 L2 D2 R B2 L' F' U' B D L2 R';2020-10-25 08:04:57;15.01
103;15.23;;L B U' D L' U' B R' F R2 D2 B2 D2 R2 F L2 D2 B' L2;2020-10-25 08:05:42;15.23
104;16.51;;U B' R2 F' L U' L R2 U D2 F2 R2 D' L2 D' L2 U B2 U L' B';2020-10-25 08:06:37;16.51
105;13.28;;L2 R2 B' U2 F L2 F D2 R2 D2 R2 D' L B F' U' F2 R B2 F' L;2020-10-25 08:07:10;13.28
106;18.33;;F2 U2 F D2 F2 L2 D2 R2 F R2 F' U B D' U' F' D' U' L' D B2;2020-10-25 08:07:44;18.33
107;10.34;;B' D2 F U2 F R2 U2 B F' D2 F' L' R' U' R' U2 L2 F U F';2020-10-25 08:08:25;10.34
108;16.33;;D B2 R2 D' R2 U' F2 U' F2 U' L2 F' U2 L D' F' R' F2 R' F L2;2020-10-25 08:09:21;16.33
109;14.94;;R U' R2 F' L U L' D2 B' D2 B2 D' F2 D R2 U' L2 B2 U' F2;2020-10-25 08:09:59;14.94
110;12.58;;U' R U R2 D F2 R2 D L2 F2 L2 U' L U B D' F' L2 U2;2020-10-25 08:10:36;12.58
111;13.88;;B D B' R' D' R D2 L D' R2 F2 U' B2 L2 B2 L2 U' R2;2020-10-25 08:11:03;13.88
112;15.17;;R2 D2 R L' U' B R B D B2 R2 D2 F' D2 R2 U2 R2 F2 U2 B';2020-10-25 08:11:50;15.17
113;12.54;;D2 F' L2 F' D2 F2 R2 D2 F D2 U2 F' L' F2 D L2 B' L' F2 D U2;2020-10-25 08:12:24;12.54
114;15.25;;D2 L' B D2 F2 U2 L2 B2 L2 B L2 D2 R2 F2 D' L' B' F D B2 U2;2020-10-25 08:13:29;15.25
115;13.15;;U R2 D2 F2 D' F' L2 B' R F2 L2 D B2 D L2 B2 D2 R2 B2 D';2020-10-25 08:14:14;13.15
116;16.48;;R2 U2 F2 D2 B2 L B2 R U2 L2 U2 R' U' B F2 U2 L' F L2 B2;2020-10-25 08:14:44;16.48
117;15.76;;F' D2 L D2 R B2 D2 B2 L2 D2 F2 L D' B D2 U' B L' F2 L2;2020-10-25 08:15:22;15.76
118;10.98;;F2 D2 L2 F2 L' F2 R2 U2 R B2 D2 R D' B L' R' D R2 B F';2020-10-25 08:15:55;10.98
119;12.02;;U2 B2 D' R2 D' L2 D2 L2 U' L2 B' R2 F R2 U' R F' D U R';2020-10-25 08:16:25;12.02
120;11.66;;F D R D' F2 U F2 U2 L2 R2 B2 U F2 L' B2 F' D2 F L' B;2020-10-25 08:16:52;11.66
121;15.11;;R' F2 R' D2 R U2 L' R2 F2 U2 B D R F U2 L' B2 U' L2;2020-10-25 08:46:01;15.11
122;16.60;;B2 R2 B L2 U2 F' D2 R2 F' R2 U2 B L U' F' R F' R' D2 B2 L;2020-10-25 08:46:32;16.60
123;13.12;;L U2 R F2 R' U2 B2 F2 R F2 L2 F2 U' L D' L F' R' B' D2 U';2020-10-25 08:47:10;13.12
124;13.01;;B2 U2 B L' B' D2 B' D U2 B' U2 F D2 F' D2 F R2 U2 F2;2020-10-25 08:47:43;13.01
125;12.56;;R2 F2 R D2 B2 L' B2 F2 L B2 L2 F2 D' B U' L R' B2 D B';2020-10-25 08:48:09;12.56
126;14.86;;R2 D' R D2 B2 U2 L2 B F2 D2 F2 L2 D2 R D' B' U L U R;2020-10-25 08:48:54;14.86
127;14.30;;D2 B D F B' L' F' L' F' D2 B2 U2 B2 R2 D2 L2 D' B2 D F2;2020-10-25 08:49:36;14.30
128;11.80;;L D' R2 D2 F U2 B' U2 R2 B U2 L2 B2 U2 R' D2 U' B' D2 L D;2020-10-25 08:50:12;11.80
129;11.66;;D L2 U L2 U' L2 U R2 D' B2 R2 D' B F2 L F2 U' R' D B2 U;2020-10-25 08:51:24;11.66
130;15.05;;F2 R2 B L2 U2 F R2 U2 R2 B2 L' R' F' U2 L2 U' L2 B2 R2;2020-10-25 08:51:50;15.05
131;18.52;;D2 U2 B F R2 F' U2 F' U2 F' R U' F' R2 D2 L D2 F D' L';2020-10-25 08:52:19;18.52
132;14.49;;F2 L' D2 L' U2 R B2 L2 B2 L' F2 U L R D' L2 D2 U' B' D2;2020-10-25 08:52:55;14.49
133;15.96;;U2 F2 U F2 U2 R2 F2 R2 D L2 D' L B2 R' U L' U2 F L2;2020-12-04 01:05:18;15.96
134;16.24;;L2 U' B2 R2 F2 R2 F2 U' B2 D B2 D L' D' L' F' D' R2 U2 B' R';2020-12-04 01:18:15;16.24
135;13.70;;D B' L2 B2 R2 D' B2 D B2 L2 D' L2 F2 D2 B L D F' U' R D;2020-12-04 01:18:49;13.70
136;12.06;;U F2 D' L2 D2 F2 R2 F2 U2 B2 U2 R B F2 R2 U2 R' F R2;2020-12-04 01:19:28;12.06
137;9.70;;L2 B R2 D2 R2 B' D2 R2 F' U R2 U B2 F' L' U B F';2020-12-04 01:40:20;9.70
138;12.15;;R' U L2 B2 U' L2 D B2 L2 D B2 R2 D2 L F R B F' D' U2 R;2020-12-04 01:41:52;12.15
139;13.91;;F2 D2 U2 L' D2 L U2 R2 B2 L' B U R' F2 R2 U R' B2 L;2020-12-04 01:42:49;13.91
140;18.72;;B L D' F' R2 U' L D2 L U B2 U' L2 U B2 U' F2 R2 U L2;2020-12-04 01:43:19;18.72
141;14.61;;U2 F U' F' R L2 D' R2 L2 F' R2 F2 D2 B R2 B L2 B2 L2 D' B;2020-12-04 01:43:56;14.61
142;13.22;;F D' L F2 B2 U' D' F' U F U2 R2 U2 L2 F' R2 F' L2 D2 B' R2;2020-12-04 01:44:32;13.22
143;13.99;;F' L2 U2 L' D F2 B' R U2 R B2 R' D2 B2 R' B2 R2 F' L2;2020-12-04 01:45:00;13.99
144;16.35;;L' B2 U' L2 B2 F2 D' U2 B2 U F2 R2 D F L U B' R' F' D2 R;2020-12-04 01:46:03;16.35
145;17.76;;R2 U R' B2 U B2 R' L B' U F2 U2 L2 D B2 U B2 D2 F2 R2 D;2020-12-04 01:46:39;17.76
146;17.49;;L U L2 U R2 U2 F2 U R2 F2 U' B2 D2 B' D2 R F' L D2 F U;2020-12-04 01:47:16;17.49
147;12.76;;D2 B' U2 L2 R2 F2 U2 L2 B F2 D2 L' D' R' B2 R F2 R2 F' R';2020-12-04 01:47:50;12.76
148;12.74;;L2 B' R2 F U2 L2 F2 D2 R2 F D2 B' U' L' D' U' B2 R B2 U2 R';2020-12-04 01:48:16;12.74
149;14.13;;F' L2 D2 L2 R2 U F2 L2 F2 U R' B' R F D' L' R2 B' R;2020-12-04 01:48:43;14.13
150;11.44;;R2 D B2 U' R D L U2 F' U2 F D2 F U2 B' L2 F D2 B L U;2020-12-04 01:49:46;11.44
151;14.67;;R' F2 D' B D2 F D' B2 R' B2 R B2 U2 R U2 L D2 U;2020-12-04 01:50:12;14.67
152;15.18;;R' L' U' F2 B' R2 U' B2 L2 D2 L2 B R2 B' L2 U2 B';2020-12-04 01:50:42;15.18
153;12.98;;U' R2 F2 R2 U2 B R2 F' U2 F L2 R' D' R2 D' L' B' R F' R';2020-12-04 01:51:10;12.98
154;12.89;;U2 L2 F D2 B R2 D2 B U2 F R2 F' R' D L F' L' D' R2 U' L;2020-12-04 01:51:38;12.89
155;16.03;;U2 F2 R' F2 R U2 B2 L F2 U L' B D2 R' U B2 D' B' U;2020-12-04 01:52:07;16.03
156;13.47;;U2 L2 B2 D F2 U B2 D2 B2 D' L B F2 U2 F' D2 U' L' B' D;2020-12-04 01:52:40;13.47
157;20.76;;U' L2 F U2 F B L' F U L B2 U2 L B2 R2 F2 L D2 R;2020-12-04 01:53:11;20.76
158;11.93;;F2 L2 D U2 L2 U L2 F2 L2 U2 R' F L2 F2 U R2 D B' L';2020-12-04 10:41:49;11.93
159;17.48;;L2 F' R2 U2 L' D' F' D L2 D' F2 B2 U' F2 U' R2 D2 L2 R' B2;2020-12-04 10:42:15;17.48
160;12.70;;U2 L' B U2 L2 D2 F2 R2 B' R2 U2 B2 D2 B D' B F2 U' L U2 R2;2020-12-04 10:42:56;12.70
161;14.05;;L2 D B2 D' B2 D R2 D' F2 D' F2 L' U2 L' U B F' U2 L' D;2020-12-04 10:43:32;14.05
162;17.01;;R' F2 L2 B' U2 L2 B U2 B' U2 F' R2 D2 R D' U' F U' L2 D' R;2020-12-04 10:44:13;17.01
163;17.11;;D' L' B2 R2 L2 D' L B2 D2 B' R2 D2 B' R2 B' D2 R2 F' U2 D;2020-12-04 10:44:48;17.11
164;12.89;;U' R2 B2 D B2 D' F2 R2 D B2 L' U L' R' F2 L' B' D U;2020-12-04 10:45:23;12.89
165;17.39;;R2 U2 F' D2 B D2 B2 D2 B R2 U2 L2 D' L' B2 L B D2 L' R B;2020-12-04 10:45:50;17.39
166;15.16;;B2 R' L' F' D R B2 L' D2 F' L2 F2 B' R2 U2 L2 U2 B2 U';2020-12-04 10:46:46;15.16
167;16.67;;D' F2 R D B' D L' B U D2 F2 R2 D2 L2 U2 R2 F U2 B2 R2 F2;2020-12-04 10:47:14;16.67
168;14.43;;U2 R' L2 F D2 F R2 B L2 D2 B' D2 B2 U' R B2 U' R' B D';2020-12-04 10:47:55;14.43
169;12.44;;D R' F2 U' F2 L2 U L2 B2 D2 B2 D' L2 B' F2 L' U R' F' D;2020-12-04 10:48:27;12.44
170;14.44;;F2 R2 U B2 F2 L2 R2 U L2 D2 R2 F' R' B' R U' B2 U L' B' F2;2020-12-04 10:48:56;14.44
171;13.98;;D' R D2 U2 L2 B D2 B U2 B' F U2 L' F L2 U' R B' R';2020-12-04 10:49:26;13.98
172;13.03;;F' R2 B' D U2 L2 D' R2 F2 U' B2 R2 F2 L2 F' U L R B D2 R';2020-12-04 10:50:09;13.03
173;13.67;;F U R2 U' L2 U' R2 B2 F2 U B2 D2 R2 F D2 U R' B D2 B' L2;2020-12-04 10:51:19;13.67
174;15.24;;L2 U R2 D' U2 B2 L2 U F2 L U2 B2 L' U F' D' R' U2;2020-12-04 10:51:51;15.24
175;14.64;;D' F' U2 R L2 U F L B2 R U2 L' F2 U2 R F2 B2 R2 D2 F;2020-12-04 10:52:45;14.64
176;16.67;;F2 L2 R2 D' R2 U' F2 D U2 B2 R2 F' U2 L' D F' L2 D L B';2020-12-04 10:53:49;16.67
177;12.54;;D R2 D F2 U R2 D' R2 F2 D2 R2 B2 F' U R U B L B' D2 L2;2020-12-04 10:54:50;12.54
178;11.92;;D2 F R2 F' L2 R2 B' U2 F R2 D2 F U B' D R' F2 U L2 F2 L';2020-12-04 10:55:23;11.92
179;14.25;;R' L' F B L F' U' F U2 F' R2 D2 B' R2 L2 F D2 F2 D2 R U;2020-12-04 10:55:48;14.25
180;14.55;;F L2 B' R' L D' B U2 L F2 L2 U F2 B2 R2 U' R2 U B2 D R2;2020-12-04 10:56:24;14.55
181;13.54;;F L2 R B2 L' D2 L' U2 L2 F2 R' D U' F L2 R' D B2 L R2;2020-12-04 10:57:08;13.54
182;14.58;;R2 F2 D' L2 F2 U' B2 U' R2 D2 F' U' L' F2 U R B' U B2 D;2020-12-04 10:58:32;14.58
183;17.66;;U F R' F' U2 B D2 R F L2 U' L2 U F2 U D F2 L2 U L2;2020-12-04 10:59:06;17.66
184;11.02;;U2 L D2 R' B2 U2 B2 L' U2 F2 L2 D' R D L U L' R;2020-12-04 10:59:45;11.02
185;12.46;;D' B2 R2 B2 U B2 D' L2 F2 U2 L U' L U2 L' D' B R D' U';2020-12-04 11:00:20;12.46
186;12.91;;B2 D2 B2 D' L2 B2 R2 U R2 F2 D' U' B' D' U F' L2 R B2 U' F;2020-12-04 11:01:00;12.91
187;13.25;;R B R B2 L2 F L2 R2 F L2 R2 U2 B' D2 U R2 B D R2 F2 U2;2020-12-04 11:01:43;13.25
188;14.66;;L B F2 L2 U' R2 F2 L2 R2 D' B2 U' L2 U2 L B R' F2 D2 F U2;2020-12-04 11:02:16;14.66
189;12.20;;D' R L D' L U' D2 L' F' R2 F2 L2 F' D2 L2 B L2 F2 B;2020-12-04 11:02:43;12.20
190;14.23;;D' L' F B2 L D L' F U2 F2 D2 F L2 U2 B' L2 B D2 B' U';2020-12-04 11:03:12;14.23
191;16.30;;F2 R' U2 B L2 R2 B D2 U2 L2 F' U2 B' R2 D' B2 L U2 R F D';2020-12-04 11:03:46;16.30
192;16.73;;R2 F2 U' B2 R2 D L2 R2 B2 L2 B' F D L' F' R' B2 L B F2;2020-12-04 12:55:34;16.73
193;13.64;;B L' U' L2 D F2 R2 D2 B2 R2 D' B2 U' L F' D F' L U' L2;2020-12-04 12:56:03;13.64
194;19.14;;R B' L U2 L U2 L U2 R2 D2 U2 R B' L2 D' B D2 F' L;2020-12-04 12:56:28;19.14
195;12.14;;F' B' U F R' D2 F2 L B F2 R2 B2 U2 F2 L' B2 R U2 D2 R D2;2020-12-04 12:57:12;12.14
196;18.27;;U' D2 R U2 B2 R' B2 R B2 L2 F2 L' R' U' B D R B2 U F2;2020-12-04 12:57:37;18.27
197;18.63;;D R2 B2 D2 F2 U R2 U B2 D' F2 R D2 R D L F2 U2 R2 F' D';2020-12-04 12:58:15;18.63
198;15.88;;U' F2 U2 F' B D' L' B D' L2 D2 B' R2 F2 B L2 F2 U2 B R2;2020-12-04 12:58:56;15.88
199;18.50;;D2 F' L2 F U2 L2 F2 D2 R2 B2 D2 F' D' F2 L2 R' F' D2 U' F2 R2;2020-12-04 12:59:23;18.50
200;10.98;;U' B' F2 R2 D2 R2 U' L2 D F2 D' B R D B' L' D' L';2020-12-04 12:59:54;10.98
201;12.16;;B2 L2 R2 D R2 F2 D L2 D L2 U L' U2 L' B2 F' L' U R' B' U2;2020-12-04 13:00:21;12.16
202;12.87;;U2 L F2 L2 B2 U2 L2 D' F2 D U F2 U' B' R' B2 D' U B D';2020-12-04 13:00:47;12.87
203;15.53;;R2 B2 R2 D2 L2 U2 B' R2 B R2 F' D2 L B2 D' L D' B L2 F2 U;2020-12-04 13:04:01;15.53
